Journal number,Date,Ledger account,Amount,Created date and time
GJT-070817,2020-06-30 00:00:00,532200,924775.0,2020-11-24 17:20:22
GJT-070817,2020-06-30 00:00:00,851000,-924775.0,2020-11-24 17:20:22
GJT-070816,2020-06-30 00:00:00,532200,-17809.0,2020-11-24 17:20:22
GJT-070816,2020-06-30 00:00:00,851000,17809.0,2020-11-24 17:20:22
GJT-070815,2020-06-30 00:00:00,532200,-4952.0,2020-11-24 17:20:22
GJT-070815,2020-06-30 00:00:00,851000,4952.0,2020-11-24 17:20:22
GJT-070814,2020-06-30 00:00:00,532200,-239700.0,2020-11-24 17:20:22
GJT-070814,2020-06-30 00:00:00,851000,239700.0,2020-11-24 17:20:22
GJT-070813,2020-06-30 00:00:00,532200,-64312.0,2020-11-24 17:20:22
GJT-070813,2020-06-30 00:00:00,851000,64312.0,2020-11-24 17:20:22
GJT-070812,2020-06-30 00:00:00,532200,-37232.0,2020-11-24 17:20:22
GJT-070812,2020-06-30 00:00:00,851000,37232.0,2020-11-24 17:20:22
GJT-055410,2020-06-30 00:00:00,921000,12133.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,-366789.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,2154.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,3253.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,3068.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,11066.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,12082.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,5699.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,2912.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,4759.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,5120.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,7120.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,28624.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,5691.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,5348.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,5525.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,4966.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,25269.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,9887.0,2020-09-16 11:28:46
GJT-055410,2020-06-30 00:00:00,921000,4547.0,2020-09-16 11:28:46
