Journal number,Date,Ledger account,Amount,Created date and time
GJT-070811,2020-03-31 00:00:00,532200,-37232.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,532200,924775.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,851000,37232.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,851000,-924775.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,532200,-64312.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,851000,64312.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,532200,-239700.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,851000,239700.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,532200,-4952.0,2020-11-24 17:13:46
GJT-070811,2020-03-31 00:00:00,851000,4952.0,2020-11-24 17:13:46
GJT-070810,2020-03-31 00:00:00,532200,-17809.0,2020-11-24 17:13:46
GJT-070810,2020-03-31 00:00:00,851000,17809.0,2020-11-24 17:13:46
GJT-055407,2020-03-31 00:00:00,921000,12853.42,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,-380139.35,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,2432.04,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,3509.9,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,3294.5,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,11244.86,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,12863.27,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,6068.92,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,3376.49,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5047.92,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5442.45,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,7517.86,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,29129.66,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,6073.85,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5652.46,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5834.35,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5248.85,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,25674.61,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,10470.68,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,4791.57,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,6056.23,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,14122.71,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,23947.39,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5089.03,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5742.63,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,8406.48,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,1968.76,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,3856.58,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,6733.63,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,5021.66,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,34705.54,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,1816.05,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,14122.71,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,4890.54,2020-09-16 11:28:42
GJT-055407,2020-03-31 00:00:00,921000,77131.75,2020-09-16 11:28:42
GJT-055405,2020-03-31 00:00:00,851000,38241.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,532200,17809.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,10328.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,12413.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,17809.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,12102.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,10902.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,22760.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,13180.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,38718.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,18617.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,20466.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,14416.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,16252.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,20186.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,37063.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,18425.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,15672.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,15815.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,14142.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,29905.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,29647.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,12295.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,13526.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,4511.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,20587.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,23838.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,18377.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,12058.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,851000,28519.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,532200,239700.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,532200,4952.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,532200,64312.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,532200,37232.0,2020-09-16 11:28:39
GJT-055405,2020-03-31 00:00:00,532200,-924775.0,2020-09-16 11:28:39
GJT-054292,2020-03-31 00:00:00,140000,49845.86,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,155555,-792865.0,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,166666,-924774.52,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,282000,711103.42,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,282000,754923.0,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,621000,-1103146.63,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,851000,924774.52,2020-09-04 13:10:26
GJT-054292,2020-03-31 00:00:00,921000,380139.35,2020-09-04 13:10:26
GJT-040054,2020-03-31 00:00:00,500000,-7946557.0,2020-07-03 15:18:03
GJT-040054,2020-03-31 00:00:00,700000,7946557.0,2020-07-03 15:18:03
GJT-040053,2020-03-31 00:00:00,500000,-7946557.0,2020-07-03 15:18:03
GJT-040053,2020-03-31 00:00:00,700000,7946557.0,2020-07-03 15:18:03
GJT-031667,2020-03-31 00:00:00,500000,7946557.0,2020-06-01 18:09:47
GJT-031667,2020-03-31 00:00:00,700000,-7946557.0,2020-06-01 18:09:47
GJT-028956,2020-03-31 00:00:00,925000,-510023.1,2020-04-21 15:43:20
GJT-028956,2020-03-31 00:00:00,925000,-204225.01,2020-04-21 15:43:20
GJT-028956,2020-03-31 00:00:00,925000,-45000.0,2020-04-21 15:43:20
GJT-028956,2020-03-31 00:00:00,925000,510023.1,2020-04-21 15:43:20
GJT-028956,2020-03-31 00:00:00,925000,204225.01,2020-04-21 15:43:20
GJT-028956,2020-03-31 00:00:00,925000,45000.0,2020-04-21 15:43:20
GJT-028655,2020-03-31 00:00:00,125000,-174840.0,2020-04-15 11:34:49
GJT-028655,2020-03-31 00:00:00,124000,174840.0,2020-04-15 11:34:49
GJT-028654,2020-03-31 00:00:00,125000,-5640.0,2020-04-15 11:34:49
GJT-028654,2020-03-31 00:00:00,124000,5640.0,2020-04-15 11:34:49
GJT-028653,2020-03-31 00:00:00,124000,-84616.88,2020-04-15 11:32:37
GJT-028653,2020-03-31 00:00:00,550000,84616.88,2020-04-15 11:32:37
GJT-028652,2020-03-31 00:00:00,202001,-284500.0,2020-04-15 11:26:56
GJT-028652,2020-03-31 00:00:00,550000,284500.0,2020-04-15 11:26:56
