Journal number,Date,Ledger account,Amount,Created date and time
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.44,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-1205435.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-49053.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-63246.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-39387.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-28413.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-520275.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-79946.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-7249.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-10000.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-27215.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-4459.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,64375.33,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-80251.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-2049.0,2021-01-20 11:32:33
GJT-078966,2020-12-31 00:00:00,999999,-7408.0,2021-01-20 11:32:33
GJT-078738,2020-12-31 00:00:00,250001,15496.71,2021-01-15 18:13:08
GJT-078738,2020-12-31 00:00:00,251032,-15496.71,2021-01-15 18:13:08
GJT-078604,2020-12-31 00:00:00,127002,-1123055.66,2021-01-13 20:34:39
