Journal number,Date,Ledger account,Amount,Created date and time
GJT-071563,2020-11-13 00:00:00,651000,393.1,2020-12-01 16:17:14
GJT-071563,2020-11-13 00:00:00,251011,-393.1,2020-12-01 16:17:14
GJT-071562,2020-11-13 00:00:00,651500,28.91,2020-12-01 16:17:14
GJT-071562,2020-11-13 00:00:00,251011,-28.91,2020-12-01 16:17:14
GJT-071561,2020-11-13 00:00:00,652000,58.16,2020-12-01 16:17:14
GJT-071561,2020-11-13 00:00:00,251011,-58.16,2020-12-01 16:17:14
GJT-071560,2020-11-13 00:00:00,651500,23.15,2020-12-01 16:17:14
GJT-071560,2020-11-13 00:00:00,251011,-23.15,2020-12-01 16:17:14
GJT-071559,2020-11-13 00:00:00,652000,152.5,2020-12-01 16:17:14
GJT-071559,2020-11-13 00:00:00,251011,-152.5,2020-12-01 16:17:14
GJT-071558,2020-11-13 00:00:00,651510,427.14,2020-12-01 16:17:14
GJT-071558,2020-11-13 00:00:00,251011,-427.14,2020-12-01 16:17:14
GJT-071557,2020-11-13 00:00:00,651000,118.1,2020-12-01 16:17:14
GJT-071557,2020-11-13 00:00:00,251011,-118.1,2020-12-01 16:17:14
GJT-071556,2020-11-13 00:00:00,651500,114.0,2020-12-01 16:17:14
GJT-071556,2020-11-13 00:00:00,251011,-114.0,2020-12-01 16:17:14
GJT-070123,2020-11-13 00:00:00,100062,-3628.71,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,580000,606.4,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,652500,19.14,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,60.92,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,178.6,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,125.99,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,34.19,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,12.67,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,15.0,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,215.87,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,12.14,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,103.33,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,45.4,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,137.99,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,45.4,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,131.31,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621200,-17.58,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,621300,1783.22,2020-11-18 18:41:49
GJT-070123,2020-11-13 00:00:00,510950,118.72,2020-11-18 18:41:49
GJT-066294,2020-11-13 00:00:00,251011,-2800.8,2020-11-13 17:03:08
GJT-066294,2020-11-13 00:00:00,215000,2800.8,2020-11-13 17:03:08
GJT-066254,2020-11-13 00:00:00,251011,-204916.82,2020-11-13 10:58:53
GJT-066254,2020-11-13 00:00:00,215000,204916.82,2020-11-13 10:58:53
GJT-071580,2020-11-12 00:00:00,131000,-580785.01,2020-12-01 19:42:46
GJT-071580,2020-11-12 00:00:00,111011,580785.01,2020-12-01 19:42:46
