Journal number,Date,Ledger account,Amount,Created date and time
GJT-071758,2020-09-30 00:00:00,282000,12011741.0,2020-12-03 15:21:53
GJT-071758,2020-09-30 00:00:00,155555,-12011741.0,2020-12-03 15:21:53
GJT-060994,2020-09-30 00:00:00,127002,5033563.92,2020-10-15 12:50:19
GJT-060994,2020-09-30 00:00:00,500000,-5033563.92,2020-10-15 12:50:19
GJT-060949,2020-09-30 00:00:00,127001,3536040.43,2020-10-14 21:29:45
GJT-060949,2020-09-30 00:00:00,127002,-3536040.43,2020-10-14 21:29:45
GJT-060948,2020-09-30 00:00:00,127001,4615114.8,2020-10-14 21:29:45
GJT-060948,2020-09-30 00:00:00,700000,-4615114.8,2020-10-14 21:29:45
GJT-060947,2020-09-30 00:00:00,127001,-218004.72,2020-10-14 21:29:45
GJT-060947,2020-09-30 00:00:00,127002,218004.72,2020-10-14 21:29:45
GJT-060946,2020-09-30 00:00:00,127001,-565364.16,2020-10-14 21:29:45
GJT-060946,2020-09-30 00:00:00,700000,565364.16,2020-10-14 21:29:45
GJT-060945,2020-09-30 00:00:00,127002,4960284.77,2020-10-14 21:13:32
GJT-060945,2020-09-30 00:00:00,500000,-4960284.77,2020-10-14 21:13:32
GJT-060944,2020-09-30 00:00:00,127002,-3862416.54,2020-10-14 21:13:32
GJT-060944,2020-09-30 00:00:00,500000,3862416.54,2020-10-14 21:13:32
GJT-060943,2020-09-30 00:00:00,127001,-7040705.0,2020-10-14 21:13:32
GJT-060943,2020-09-30 00:00:00,127002,7040705.0,2020-10-14 21:13:32
GJT-060942,2020-09-30 00:00:00,127001,218004.72,2020-10-14 21:13:32
GJT-060942,2020-09-30 00:00:00,127002,-218004.72,2020-10-14 21:13:32
GJT-060941,2020-09-30 00:00:00,127001,565364.16,2020-10-14 21:13:32
GJT-060941,2020-09-30 00:00:00,700000,-565364.16,2020-10-14 21:13:32
GJT-060848,2020-09-30 00:00:00,251011,-2000.0,2020-10-14 17:43:12
GJT-060848,2020-09-30 00:00:00,661000,2000.0,2020-10-14 17:43:12
GJT-060781,2020-09-30 00:00:00,999999,-1403796.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-27405.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-84090.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-69242.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-28522.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-149538.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-92231.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-46989.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-10000.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-29598.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,-4459.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060781,2020-09-30 00:00:00,999999,62770.0,2020-10-13 16:52:23
GJT-060714,2020-09-30 00:00:00,600006,12103.57,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,600006,6402.71,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,600006,9321.27,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,600006,3761.12,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,600006,7482.41,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,600006,1298.26,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,521800,-12103.57,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,521800,-6402.71,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,521800,-3761.12,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,521800,-7482.41,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,521800,-1298.26,2020-10-13 14:39:36
GJT-060714,2020-09-30 00:00:00,521800,-9321.27,2020-10-13 14:39:36
GJT-060684,2020-09-30 00:00:00,521800,9467.92,2020-10-12 18:52:02
GJT-060684,2020-09-30 00:00:00,521800,18866.89,2020-10-12 18:52:02
GJT-060684,2020-09-30 00:00:00,521800,3794.94,2020-10-12 18:52:02
GJT-060684,2020-09-30 00:00:00,521800,13566.23,2020-10-12 18:52:02
GJT-060684,2020-09-30 00:00:00,521800,9170.38,2020-10-12 18:52:02
GJT-060684,2020-09-30 00:00:00,521800,10272.35,2020-10-12 18:52:02
